parent_asin,title,main_category,price,store,categories,average_rating,rating_number,features,description,cb_text,image_url
B096G6722H,"Retinol Anti-aging Night Cream, Face Moisturizer for Anti-aging, Firming, Moisturizing With 3% Retinol, 2% Hyaluronic Acid, Polypeptides, Fullerenes, Vitamin C and E-American Brand",All Beauty,16.99,GO MAY,[],4.1,21,"【Anti Aging Moisturizer for Face】 - Designed in the U.S., Advanced Moisturizing Cream, filled with potent Anti-aging, Anti-oxidation, Repairing ingredients: Retinol, Polypeptides, Hyaluronic Acid, Fullerenes, Vitamin C and Vitamin E. Solve the skin with fine lines, dryness, uneven and dull complexion problem. This formula helps skin appear firmer and youthful looking! 【Anti Wrinkle Retinol Cream for Face】- 3% Retinyl Palmitate+Palmitoyl Tripeptide-5, which is different from other single formula face firming cream, this combine is promote the skin to produce collagen, will shortly improve skin elasticity, firmness and strength within 28days. 【100% Natural Hyaluronic Acid Moisturizer Cream】- 2% Triple Molecules Hyaluronic Acid which is from Sweden, include low, medium and high-weight Hyaluronic Acid molecules penetrate deeper into the skin’s structure, providing maximum hydration the whole day. 【Light, Non-greasy Retinol Night Cream for Face】- We only select high quality raw materials, the skin can fast absorb. The texture is like water cream. 97% of Go May customers falling in love with this moisturizer face cream as soon as they own it. ADD IN YOUR CART!! You will achieving the beautiful, smooth skin you've always dreamed of. 【Perfect for All Skin Types】- It is hypoallergenic, NOT contain alcohol, sulfates, parabens. Gentle enough for oily skin, dry skin, combination skin and sensitive skin. Please contact us if you have any questions - our customer support team is 24/7 ready to assist you.",,"Retinol Anti-aging Night Cream, Face Moisturizer for Anti-aging, Firming, Moisturizing With 3% Retinol, 2% Hyaluronic Acid, Polypeptides, Fullerenes, Vitamin C and E-American Brand  【Anti Aging Moisturizer for Face】 - Designed in the U.S., Advanced Moisturizing Cream, filled with potent Anti-aging, Anti-oxidation, Repairing ingredients: Retinol, Polypeptides, Hyaluronic Acid, Fullerenes, Vitamin C and Vitamin E. Solve the skin with fine lines, dryness, uneven and dull complexion problem. This formula helps skin appear firmer and youthful looking! 【Anti Wrinkle Retinol Cream for Face】- 3% Retinyl Palmitate+Palmitoyl Tripeptide-5, which is different from other single formula face firming cream, this combine is promote the skin to produce collagen, will shortly improve skin elasticity, firmness and strength within 28days. 【100% Natural Hyaluronic Acid Moisturizer Cream】- 2% Triple Molecules Hyaluronic Acid which is from Sweden, include low, medium and high-weight Hyaluronic Acid molecules penetrate deeper into the skin’s structure, providing maximum hydration the whole day. 【Light, Non-greasy Retinol Night Cream for Face】- We only select high quality raw materials, the skin can fast absorb. The texture is like water cream. 97% of Go May customers falling in love with this moisturizer face cream as soon as they own it. ADD IN YOUR CART!! You will achieving the beautiful, smooth skin you've always dreamed of. 【Perfect for All Skin Types】- It is hypoallergenic, NOT contain alcohol, sulfates, parabens. Gentle enough for oily skin, dry skin, combination skin and sensitive skin. Please contact us if you have any questions - our customer support team is 24/7 ready to assist you.",https://m.media-amazon.com/images/I/41LNIMTlGjL._SS40_.jpg
B08H2KSHZZ,"CURECODE Neuromide Ampoule (30 ml), Concentrated Formula of Active Ingredients, Microbiome Science for Extremely Sensitive & Dry Skin, Repair and Protect Skin Barrier Function, Brightening and Firming for Mature Skin Types",All Beauty,32.0,CURECODE,[],3.5,36,"The date on the packaging is NOT the expiration date. It is the MANUFACTURED date. According to Korea FDA regulation, manufacturer should print manufactured (or produced date) at the bottom of package. Korean language “제조”on package means produce (or manufacture), NOT expiration date. The SHELF LIFE of UNOPENED PRODUCT is 3 years (36 months or 1095 days). OPENED PRODUCT should be used within 12 months.",,"CURECODE Neuromide Ampoule (30 ml), Concentrated Formula of Active Ingredients, Microbiome Science for Extremely Sensitive & Dry Skin, Repair and Protect Skin Barrier Function, Brightening and Firming for Mature Skin Types  The date on the packaging is NOT the expiration date. It is the MANUFACTURED date. According to Korea FDA regulation, manufacturer should print manufactured (or produced date) at the bottom of package. Korean language “제조”on package means produce (or manufacture), NOT expiration date. The SHELF LIFE of UNOPENED PRODUCT is 3 years (36 months or 1095 days). OPENED PRODUCT should be used within 12 months.",https://m.media-amazon.com/images/I/310WAHsDJQL._SS40_.jpg
B0B7L3W5WD,"6 Packs (72 Pcs) Oval Press On Nails With Designs, Short Round Press on Nails With Designs, Teenitor Short Oval Fake Nails Cute Designs Glue On Nails Set, Reusable Acrylic Short Oval Press On Nails with Glue, Prep Pad, Mini File, Cuticle Stick for Women and Girls",All Beauty,16.99,Teenitor,[],3.7,109,,,"6 Packs (72 Pcs) Oval Press On Nails With Designs, Short Round Press on Nails With Designs, Teenitor Short Oval Fake Nails Cute Designs Glue On Nails Set, Reusable Acrylic Short Oval Press On Nails with Glue, Prep Pad, Mini File, Cuticle Stick for Women and Girls",https://m.media-amazon.com/images/I/5168jkUsFfL._SS40_.jpg
B08T9BGQ6H,"DEROL Eyeshadow Stick Sets 12 Colors，Long Lasting Glitter Eye Brightener Eyeliner Sticks,Cream to Powder Waterproof Eye Makeup,Eyeshadow Capsules Crayon,Shimmer Eye Shadow Pencils (12 Colors/Box)",All Beauty,16.99,DEROL,[],3.9,101,,,"DEROL Eyeshadow Stick Sets 12 Colors，Long Lasting Glitter Eye Brightener Eyeliner Sticks,Cream to Powder Waterproof Eye Makeup,Eyeshadow Capsules Crayon,Shimmer Eye Shadow Pencils (12 Colors/Box)",https://m.media-amazon.com/images/I/51LGAL9FlcL._SS40_.jpg
B082DXHTX8,"Charyeah Bath Pillow Bathtub Spa Pillow With Powerful Gripping Suctions, Comfortable and Soft 2-Panel Cushions for Head, Neck, Back and Shoulder Support,Fits Hot Tub, Jacuzzi, Spas",All Beauty,16.99,Charyeah,[],3.9,116,,,"Charyeah Bath Pillow Bathtub Spa Pillow With Powerful Gripping Suctions, Comfortable and Soft 2-Panel Cushions for Head, Neck, Back and Shoulder Support,Fits Hot Tub, Jacuzzi, Spas",https://m.media-amazon.com/images/I/21Pq3JdsB1L._SS40_.jpg
B085TFXLH1,Pine Gel Nail Polish Set 6 Colors Purple Blue Cat Eye Glitter Gel Polish 7.5 ml Soak Off UV LED Cure Home Salon Manicure,All Beauty,16.99,pine,[],4.2,88,,,Pine Gel Nail Polish Set 6 Colors Purple Blue Cat Eye Glitter Gel Polish 7.5 ml Soak Off UV LED Cure Home Salon Manicure,https://m.media-amazon.com/images/I/51KgJj83vZL._SS40_.jpg
B085NYYLQ8,Caudalie Favorites Set,Premium Beauty,16.99,,[],4.6,489,,,Caudalie Favorites Set,"https://m.media-amazon.com/images/I/41ueEISd04L._SX38_SY50_CR,0,0,38,50_.jpg"
B0B1M9NTSY,"Everyday Beauty Renewal Night Cream Nourishing Facial Moisturizer with Brown Algae Extract, Squalene, Hyaluronic Acid and Glycerin to Moisturize and Protect Skin, Reduce Signs of Aging, 1 oz. Jar",All Beauty,16.99,Everyday Beauty,[],3.8,29,,,"Everyday Beauty Renewal Night Cream Nourishing Facial Moisturizer with Brown Algae Extract, Squalene, Hyaluronic Acid and Glycerin to Moisturize and Protect Skin, Reduce Signs of Aging, 1 oz. Jar",https://m.media-amazon.com/images/I/41MDdI-Jh6L._SS40_.jpg
B01MSF13T1,Kneipp Body Lotion (Lavender),Premium Beauty,16.99,,[],4.0,57,,,Kneipp Body Lotion (Lavender),"https://m.media-amazon.com/images/I/41SMYbCZJ7L._SX38_SY50_CR,0,0,38,50_.jpg"
B088TGQFNM,Glass Nail File - JORLAI 2PC Nano Nail Shiner Nail Files Polisher Glass Nail Buffers Professional Crystal Manicure Tools Kit for Natural Nails,All Beauty,16.99,JORLAI,[],4.5,62,,,Glass Nail File - JORLAI 2PC Nano Nail Shiner Nail Files Polisher Glass Nail Buffers Professional Crystal Manicure Tools Kit for Natural Nails,https://m.media-amazon.com/images/I/41LVDuBjK2L._SS40_.jpg
B081D8D5YV,Magnesium Salt Bath Flakes | 8 lb Bulk Size | Body and Foot Soak | By Horbaach,All Beauty,16.99,Horbäach,[],4.6,211,,,Magnesium Salt Bath Flakes | 8 lb Bulk Size | Body and Foot Soak | By Horbaach,https://m.media-amazon.com/images/I/41qREj-n0wL._SS40_.jpg
B08D6PPL42,"obmwang 10 Pieces Metal Headband for Women's Hair, Hair Hoop Spring Wavy Hair Band Non-Slip Headwear Hair Accessories for Women Girls Men (Multicolor)",All Beauty,16.99,obmwang,[],3.3,23,,,"obmwang 10 Pieces Metal Headband for Women's Hair, Hair Hoop Spring Wavy Hair Band Non-Slip Headwear Hair Accessories for Women Girls Men (Multicolor)",https://m.media-amazon.com/images/I/51aNBhTI69L._SS40_.jpg
B08NJ56F9C,Anon Make Up Remover Wipes 10ct | Individually Wrapped Natural Vitamin E and Aloe Vera | Bamboo Mini Makeup Wipes | AirBnB’s Choice for Convenient Single Use Face Wipes | Paraben and Alcohol Free,All Beauty,16.99,Oil Slick,[],3.1,25,,,Anon Make Up Remover Wipes 10ct | Individually Wrapped Natural Vitamin E and Aloe Vera | Bamboo Mini Makeup Wipes | AirBnB’s Choice for Convenient Single Use Face Wipes | Paraben and Alcohol Free,https://m.media-amazon.com/images/I/41JlFuXarJL._SS40_.jpg
B08P5579KC,"TINY BUDDHA Mindfulness Gift Set Includes Soothing Bath and Shower Gel, Relaxing Pillow Spray, Calming Essential Oil Roll-On, Lychee Flower Scented Candle and Daily Mindfulness Practice Guide",All Beauty,16.99,Tiny Buddha,[],4.5,25,,,"TINY BUDDHA Mindfulness Gift Set Includes Soothing Bath and Shower Gel, Relaxing Pillow Spray, Calming Essential Oil Roll-On, Lychee Flower Scented Candle and Daily Mindfulness Practice Guide",https://m.media-amazon.com/images/I/31P+31-ivuL._SS40_.jpg
B0BC273JJR,Red Carpet Manicure Starter Kits,Premium Beauty,49.99,,[],4.0,88,,,Red Carpet Manicure Starter Kits,"https://m.media-amazon.com/images/I/21hMuqglNoL._SX38_SY50_CR,0,0,38,50_.jpg"
B07PBWVV5K,MAELYS VIRTUE Neck Firming Cream,Premium Beauty,54.0,,[],3.6,44,,,MAELYS VIRTUE Neck Firming Cream,"https://m.media-amazon.com/images/I/31yAd4MSosL._SX38_SY50_CR,0,0,38,50_.jpg"
B076DGMQTM,"Natural Solution Himalayan Pink Salt Body Scrub with Natural Honey,Ultra Hydrating and Exfoliating Scrub for Nourishing Essential Body Care - 12.3 oz",All Beauty,16.99,Natural Solution,[],3.5,29,"Natural Solution Himalayan Pink Salt Body And Face Scrub With Natural Honey,Coconut Oil,Olive Oil and Shea Butter Oil Amazing Skin Conditioners That Prevents Dryness and Provides Your Skin a Refined Healthy Glow. Himalayan Salt Provides a Perfect Mineral-Rich Buffer To Remove The Dull, Dead Skin Cells, Bringing New Life To Your Skin. Body Scrub Cleanse Away Blocked Pores, Blackheads & In-Grown Hairs - No Artificial Fragrances Or Perfumes. This Scrub Is Rich In Antioxidants To Nourish Skin And Reverse The Look Of Aged Skin.It is Great To Be Incorporated In a Relaxing Home Spa Routine.","Formulated using unique and natural ingredients of Himalayan Pink Salt and honey. The abrasive material like salt, sugar, rice bran, jojoba beads that rubs away the dead skin cells on the surface, revealing the softer, younger cells. Carefully hand blended with organic essential oils, skin smoothing enhancers and the undeniable exfoliating power of pure, fine grain Dead Sea Salts. Nothing artificial, no chemicals.","Natural Solution Himalayan Pink Salt Body Scrub with Natural Honey,Ultra Hydrating and Exfoliating Scrub for Nourishing Essential Body Care - 12.3 oz Formulated using unique and natural ingredients of Himalayan Pink Salt and honey. The abrasive material like salt, sugar, rice bran, jojoba beads that rubs away the dead skin cells on the surface, revealing the softer, younger cells. Carefully hand blended with organic essential oils, skin smoothing enhancers and the undeniable exfoliating power of pure, fine grain Dead Sea Salts. Nothing artificial, no chemicals. Natural Solution Himalayan Pink Salt Body And Face Scrub With Natural Honey,Coconut Oil,Olive Oil and Shea Butter Oil Amazing Skin Conditioners That Prevents Dryness and Provides Your Skin a Refined Healthy Glow. Himalayan Salt Provides a Perfect Mineral-Rich Buffer To Remove The Dull, Dead Skin Cells, Bringing New Life To Your Skin. Body Scrub Cleanse Away Blocked Pores, Blackheads & In-Grown Hairs - No Artificial Fragrances Or Perfumes. This Scrub Is Rich In Antioxidants To Nourish Skin And Reverse The Look Of Aged Skin.It is Great To Be Incorporated In a Relaxing Home Spa Routine.",https://m.media-amazon.com/images/I/417GsUwc1CL._SS40_.jpg
B085J24382,"Mr. Pristine Organic Beard Shampoo with Natural Essential Oils for Moisturizing Skin & Hair, 8.5 oz.",All Beauty,16.99,Mr. Pristine,[],4.4,14,"TAME YOUR BEARD: MR. Pristine Beard Shampoo is packed full of carefully selected ingredients that melt quickly into the skin, leaving it thoroughly hydrated and replenished. Every bottle will leave your facial hair stubble clean and fresh without irritation on the skin; you will have a healthy, soft & well-conditioned beard. Ideal for everyday use with all kinds of beards from stubble to long or thick beards. NATURAL INGREDIENTS: This beard maintenance shampoo is made with green tea, peppermint, and chamomile to give you the deepest miniaturization and best beard growth conditioner possible. It helps manage even the straggliest beard! BEST USE: Apply the desired amount and massage directly into beard until evenly distributed either in the shower or over a sink. Let conditioner stay in the beard for 2-4 minutes. Then risen well with warm water. Do this in your daily grooming routine to maintain a fresh, well-managed look and watch the head-turning results. MADE FOR MEN: For far too long, men have had to choose their grooming products from brands that specialize in women’s beauty; our products were formulated exclusively for men to help them look & smell their best with an aromatic scent that doesn’t overpower. We guarantee you’ll love the scent! SATISFACTION GUARANTEE: MR. Pristine is a small owned company right here in Canada, which started as we were looking for products to improve our beards. Every product we make goes through vigorous testing to ensure every customer gets the best, and we can guarantee 100% satisfaction with your purchase. If for any reason you are not satisfied, please don’t hesitate to contact us and we will fully refund your money, no question asked.",,"Mr. Pristine Organic Beard Shampoo with Natural Essential Oils for Moisturizing Skin & Hair, 8.5 oz.  TAME YOUR BEARD: MR. Pristine Beard Shampoo is packed full of carefully selected ingredients that melt quickly into the skin, leaving it thoroughly hydrated and replenished. Every bottle will leave your facial hair stubble clean and fresh without irritation on the skin; you will have a healthy, soft & well-conditioned beard. Ideal for everyday use with all kinds of beards from stubble to long or thick beards. NATURAL INGREDIENTS: This beard maintenance shampoo is made with green tea, peppermint, and chamomile to give you the deepest miniaturization and best beard growth conditioner possible. It helps manage even the straggliest beard! BEST USE: Apply the desired amount and massage directly into beard until evenly distributed either in the shower or over a sink. Let conditioner stay in the beard for 2-4 minutes. Then risen well with warm water. Do this in your daily grooming routine to maintain a fresh, well-managed look and watch the head-turning results. MADE FOR MEN: For far too long, men have had to choose their grooming products from brands that specialize in women’s beauty; our products were formulated exclusively for men to help them look & smell their best with an aromatic scent that doesn’t overpower. We guarantee you’ll love the scent! SATISFACTION GUARANTEE: MR. Pristine is a small owned company right here in Canada, which started as we were looking for products to improve our beards. Every product we make goes through vigorous testing to ensure every customer gets the best, and we can guarantee 100% satisfaction with your purchase. If for any reason you are not satisfied, please don’t hesitate to contact us and we will fully refund your money, no question asked.",https://m.media-amazon.com/images/I/41Zc2-w1WrL._SS40_.jpg
B082NKQ4ZT,6 Pack Soft Headband BEoffer Coral Fleece Women Makeup Spa Head Bands Turban Fashion Bow Bowknot Hairlace Headwear Wash Face Hair Holder Elastic Top Knot Bandage Girl Baby Hair Accessories 6 Colors,All Beauty,16.99,BEoffer,[],4.6,957,,,6 Pack Soft Headband BEoffer Coral Fleece Women Makeup Spa Head Bands Turban Fashion Bow Bowknot Hairlace Headwear Wash Face Hair Holder Elastic Top Knot Bandage Girl Baby Hair Accessories 6 Colors,https://m.media-amazon.com/images/I/414Hd2-AilL._SS40_.jpg
B095C1WF44,Women Ultra Smooth Razor Womens Razors for Shaving Comfortable handle 5-blade Razor + 2 Refill Blades for a Smooth and safety Shave Reusable Razors for Girls Women,All Beauty,16.99,RONGCHUANG,[],4.0,39,,,Women Ultra Smooth Razor Womens Razors for Shaving Comfortable handle 5-blade Razor + 2 Refill Blades for a Smooth and safety Shave Reusable Razors for Girls Women,https://m.media-amazon.com/images/I/21EWGWgg0-S._SS40_.jpg
